frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,828583.062900,31467.000000,2047.049828
4,403832.078575,22119.000000,18519.969492
8,1333395.780341,47321.000000,33094.879634
16,1482334.655845,60738.000000,2866.348374
32,1226615.520717,50968.000000,22422.393316
64,1614999.233363,60770.000000,42571.846354
128,1818561.079763,67027.000000,173492.887506
256,2146878.302061,77311.000000,198853.176155
512,2503632.011926,87151.000000,125742.194207
1024,2261114.285259,78120.000000,382713.283639
2048,1796047.677070,65596.000000,348653.607852
4096,1593776.863347,50029.000000,160779.315402
8192,442006.986767,18179.000000,142712.662497
16384,2412155.488615,85964.000000,1009633.386370
32768,3173237.709260,127584.000000,1646275.831932
65536,4805714.835121,142382.000000,3333003.743828
