frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,631150.418395,21783.000000,15108.537090
4,1341002.132969,47417.000000,62779.143376
8,935033.735098,33708.000000,14034.735801
16,718514.857741,27063.000000,9954.597229
32,1448624.723738,46633.000000,39785.134221
64,2288516.919394,82114.000000,67918.855806
128,1878002.793263,64033.000000,115149.955680
256,1678417.447725,60001.000000,101993.938457
512,2249510.683418,72798.000000,370347.205054
1024,2018381.360716,62648.000000,406621.477535
2048,1223390.362942,41324.000000,123107.201402
4096,2022624.781330,52712.000000,114923.860038
8192,3043351.204904,81949.000000,1952155.207806
16384,1831263.250780,60711.000000,430882.664589
32768,5290608.828715,129829.000000,4438789.139540
65536,3925870.628163,98354.000000,777977.066062
