frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1074039.815263,40797.000000,12670.274385
4,433868.633610,16153.000000,9869.867122
8,1272371.096086,48510.000000,3962.971108
16,975375.589758,37957.000000,58818.764166
32,1581443.965279,56383.000000,34356.719561
64,1184346.541700,43472.000000,65071.894194
128,1852467.791089,69061.000000,165750.690297
256,2340032.896499,80068.000000,54458.934373
512,1778373.446893,69384.000000,182844.295492
1024,2102578.848029,74089.000000,245615.057022
2048,1838569.205192,64508.000000,153982.626666
4096,2093771.401507,75060.000000,539365.935203
8192,3892721.014176,134439.000000,1909316.136797
16384,2358842.476334,80285.000000,307625.796267
32768,3340844.830000,112636.000000,691636.025460
65536,3401073.690277,128037.000000,1940385.824714
