frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,447275.217291,17221.000000,4970.859282
4,884479.058148,35016.000000,7516.999002
8,1122840.882767,35945.000000,18128.868691
16,985080.787530,42012.000000,23907.054691
32,1099055.416003,43104.000000,2766.690803
64,1371128.195540,54705.000000,35985.989802
128,1931149.056955,64874.000000,17634.039809
256,1303241.300034,51191.000000,46608.209727
512,2299390.716448,82004.000000,63461.431122
1024,3031495.365732,105981.000000,351172.482115
2048,1919472.546491,77306.000000,180784.357011
4096,2230420.409566,72594.000000,323356.672863
8192,1391385.534973,53881.000000,745785.991620
16384,284835.479144,13527.000000,143598.468533
32768,4608751.886004,167981.000000,2835841.962083
65536,6744238.502861,186768.000000,4806510.682975
