frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1115951.093310,38865.000000,22867.757608
4,348291.882636,15282.000000,2446.958316
8,797844.260072,31991.000000,2960.337312
16,370714.706938,14835.000000,7745.138669
32,1810820.137319,56366.000000,52910.890845
64,1628122.958913,59906.000000,45406.581494
128,1573721.661806,51301.000000,95688.526569
256,1715975.462682,49371.000000,204013.620305
512,1427591.026720,46493.000000,140679.527679
1024,1458664.783703,47334.000000,38585.228197
2048,2943271.367258,87080.000000,222910.801784
4096,2617640.108842,80890.000000,886369.629408
8192,2497850.164341,80217.000000,968913.777228
16384,2999559.248897,73639.000000,914947.401129
32768,478442.367342,27027.000000,310555.022241
65536,4287003.982302,108785.000000,2597692.504718
