frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,908789.735844,30993.000000,5789.523728
4,352537.837731,16686.000000,462.049781
8,1297944.882961,45434.000000,21919.134723
16,1126087.453391,37201.000000,11038.273778
32,1577972.464694,62803.000000,24888.125201
64,1937810.191825,67637.000000,36572.839882
128,2572192.879576,78534.000000,225436.230620
256,1984948.500084,71237.000000,87148.685354
512,805812.694597,28344.000000,82914.627811
1024,2492762.462722,76831.000000,133191.868250
2048,1530895.882653,48742.000000,348782.485766
4096,557140.055746,23311.000000,55789.459936
8192,2044137.079783,74234.000000,184991.313358
16384,1641210.969456,49196.000000,718687.296036
32768,1630549.454188,47223.000000,845504.246564
65536,1770822.391457,52372.000000,0.000000
