frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1135349.361598,37144.000000,9239.107857
4,586926.635230,17696.000000,15249.061086
8,962950.074212,33623.000000,12337.752429
16,1064651.648929,35493.000000,5189.154555
32,771442.131891,28402.000000,8581.107096
64,1548519.895451,55378.000000,5004.681508
128,1661652.321859,56357.000000,6904.191915
256,2065880.605414,67318.000000,63485.497950
512,2064710.266139,72900.000000,196171.523086
1024,1216156.813462,46676.000000,112988.292243
2048,2823061.360905,87793.000000,167959.195384
4096,2364905.272648,73055.000000,412156.195989
8192,3753436.968701,112191.000000,545868.478382
16384,4112934.501848,114975.000000,1305606.021599
32768,2252243.819048,67412.000000,490683.433790
65536,3580354.889108,116016.000000,1588465.537444
