frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,791819.255820,30828.000000,31889.870555
4,662501.545117,23109.000000,1002.513342
8,1380089.180505,47469.000000,10269.710999
16,1439361.037623,45443.000000,7257.245690
32,989429.070729,34793.000000,24938.412780
64,1769502.416501,53638.000000,79210.452221
128,1694184.022611,54755.000000,118157.256172
256,2150557.743376,74924.000000,51263.911058
512,1636337.845244,48799.000000,203174.127457
1024,1527136.313635,56462.000000,143477.988131
2048,1731697.975502,58729.000000,183720.480813
4096,2035516.299848,73153.000000,787378.504497
8192,3208581.927053,108611.000000,297594.236035
16384,734830.296817,43383.000000,439967.431945
32768,1987491.844401,62854.000000,763679.279387
65536,1138352.246551,50542.000000,1052483.037637
