frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1121251.635026,49690.000000,40040.776591
4,577067.242949,23702.000000,819.683475
8,1448592.586965,51119.000000,13121.907826
16,635448.136322,23719.000000,30310.450129
32,1438791.954970,59751.000000,54769.938452
64,1376910.698198,57745.000000,64749.299695
128,1747081.430171,61673.000000,183610.268926
256,2116061.814510,73419.000000,239977.667828
512,1754443.375158,64986.000000,59724.601522
1024,1999276.721717,60957.000000,251305.189379
2048,2038655.966849,82126.000000,345189.608883
4096,3847836.244910,118921.000000,1021690.003492
8192,1447685.358590,54974.000000,811330.561782
16384,2384313.367958,72301.000000,503092.595547
32768,1421768.335821,55326.000000,682636.889394
65536,7210381.124369,201668.000000,5090154.165984
