frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,847734.101456,26842.000000,15955.029928
4,1109143.996992,51461.000000,43339.319526
8,489474.893318,17938.000000,905.601458
16,344867.192451,14184.000000,18797.306961
32,1877982.050123,71904.000000,60071.666158
64,1667823.033208,54274.000000,58114.080351
128,1697385.004759,60351.000000,82952.672241
256,1616411.536588,59287.000000,195566.174987
512,1047931.895829,44497.000000,158011.096585
1024,1735089.623339,61747.000000,168298.068480
2048,2027301.101910,72454.000000,499664.279577
4096,2609845.891373,93322.000000,160255.586892
8192,2479297.283896,74724.000000,803923.832936
16384,1873345.857733,66388.000000,1108701.473849
32768,4200056.797129,132438.000000,3581275.510197
65536,4962466.722333,126060.000000,3248123.317419
