frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,405449.736408,19968.000000,18455.701260
4,427847.612237,19625.000000,2718.622077
8,837211.372218,31610.000000,31792.211468
16,1474193.591068,51756.000000,54724.245056
32,1300913.632450,45214.000000,71787.898848
64,1978537.626309,74208.000000,13869.621949
128,1643657.933499,59841.000000,129624.443092
256,2392777.221535,86762.000000,291198.725713
512,2002160.022664,78606.000000,308957.199403
1024,1843128.138136,67633.000000,188420.479296
2048,2033360.987105,72280.000000,425573.114541
4096,3307930.487831,108241.000000,389540.122868
8192,1239301.980888,40646.000000,299336.800083
16384,3516763.152742,114033.000000,3022762.668637
32768,4377210.155063,140279.000000,2739567.620546
65536,6693164.764706,197878.000000,6043616.121609
