frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,739675.093632,37672.000000,11240.928342
4,1479777.911319,57562.000000,9159.744320
8,962086.628064,43490.000000,17404.755816
16,1053920.867584,37220.000000,29064.661756
32,1347310.197376,55737.000000,40145.813256
64,1238277.183807,41184.000000,6620.289118
128,1799956.963753,63356.000000,9801.630630
256,1653423.655144,54477.000000,133000.097917
512,2032951.906249,69350.000000,283686.571080
1024,1997604.700431,58571.000000,173111.758318
2048,2613727.099036,85859.000000,341187.143505
4096,3192116.285998,107942.000000,587460.430907
8192,2217804.891830,80996.000000,713179.162929
16384,1448780.457425,50872.000000,653363.896909
32768,4207954.320392,142696.000000,2968498.625527
65536,9398100.228529,232384.000000,9398100.228529
