frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,528429.128732,18443.000000,2394.394495
4,1211500.461281,41778.000000,20736.549110
8,567036.743373,18872.000000,11816.942244
16,1092380.823649,39713.000000,34282.806215
32,1276257.694281,42004.000000,51977.230169
64,1717543.206848,58552.000000,43682.971877
128,1474244.849672,49535.000000,47544.332869
256,2128454.934586,75509.000000,209577.836080
512,1259831.527247,43552.000000,122118.894423
1024,1584009.943132,48473.000000,258192.675702
2048,1659647.160860,56973.000000,318035.887024
4096,2741385.173074,84589.000000,462050.485565
8192,1174662.003533,37291.000000,778770.437656
16384,1999733.256932,61364.000000,515905.808981
32768,5864985.342749,169705.000000,1646973.349908
65536,3828448.748265,101172.000000,2075332.282045
