frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,489781.759724,17257.000000,1861.534313
4,1012131.816427,39886.000000,1212.934458
8,518811.189378,18550.000000,20256.540944
16,1881588.396603,56912.000000,52211.071307
32,1265456.267588,41694.000000,27322.399730
64,1581315.890322,51745.000000,71727.922032
128,1255806.116218,59758.000000,65308.682608
256,2232234.081658,74417.000000,247200.803741
512,2723909.573519,87946.000000,201938.389830
1024,2239328.299551,73592.000000,383370.742745
2048,1014647.579967,32511.000000,220024.123377
4096,2339562.696594,58327.000000,384407.329295
8192,2259011.468752,69962.000000,949568.803049
16384,2354684.726452,65260.000000,1112064.736330
32768,5285685.606986,155865.000000,1723220.745325
65536,2362825.779301,71415.000000,1059330.275282
