frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2208229.298358,302936.000000,148.690955
4,1562698.003391,298791.000000,153.385136
8,1073533.662205,242118.000000,10933.874702
16,1851161.361175,302856.000000,640.146858
32,2040267.062624,280678.000000,765.587356
64,2973390.526806,295084.000000,233732.801645
128,1851037.470263,294505.000000,31881.873612
256,3014054.653141,305449.000000,133046.056093
512,2021498.493567,291730.000000,86784.211116
1024,1817558.454903,275760.000000,197521.381397
2048,3591564.331384,297567.000000,577988.947115
4096,2647254.290114,272449.000000,659796.159846
8192,2144080.748523,272214.000000,543035.987087
16384,1796034.466158,222984.000000,1135932.635829
32768,2192596.075032,294960.000000,1203897.141728
65536,4136697.643734,251898.000000,3707502.330181
