frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1543195.822775,287310.000000,213.604775
4,1222335.733905,294560.000000,54.405882
8,893370.470082,148072.000000,181.936802
16,2135597.961089,303406.000000,638.382331
32,1960528.707590,297642.000000,257520.845183
64,2371964.550273,275381.000000,930.702423
128,3116667.581552,300864.000000,204010.368151
256,2995846.097710,296690.000000,209701.456817
512,3041751.958002,300422.000000,670349.594384
1024,3625986.116161,287036.000000,70836.025404
2048,2419781.514361,297402.000000,116638.069176
4096,3129330.630227,291780.000000,868329.447599
8192,1292350.238630,187956.000000,622922.088196
16384,4261556.314640,285048.000000,1211279.650092
32768,2869616.548258,221833.000000,2166302.974996
65536,3023454.384834,240174.000000,1516779.860043
