frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2152106.240656,295214.000000,24.000000
4,2256544.746228,301743.000000,823.057106
8,473931.361834,133682.000000,1981.454012
16,1297699.195916,287432.000000,117.758227
32,1934027.521712,272317.000000,221.718290
64,2728960.872325,298227.000000,1000.058998
128,3007743.363568,300285.000000,47831.653923
256,2693758.032270,294784.000000,102878.510638
512,2728509.385143,299157.000000,258406.466287
1024,3151834.742436,286811.000000,79279.620818
2048,3459331.728878,301099.000000,1001173.855011
4096,3147749.382531,294074.000000,258119.672100
8192,2307621.785259,229167.000000,865101.802617
16384,3772270.128755,269634.000000,1366977.792649
32768,3188965.474510,277837.000000,2231762.270141
65536,4656300.652755,302625.000000,2531131.946102
