frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1061109.150198,203026.000000,2396.594876
4,2178210.457686,274807.000000,141.024821
8,1182050.027264,215763.000000,368.012228
16,2304818.394345,292576.000000,1051.328683
32,2414000.033437,270331.000000,1948.637473
64,1260812.920152,265227.000000,71995.263198
128,2369341.914506,299340.000000,53261.272966
256,1136387.044257,144417.000000,51944.218023
512,3659408.126176,301112.000000,189710.343392
1024,3032027.900161,289717.000000,212284.363748
2048,2699182.637504,301929.000000,640007.312032
4096,3917000.106912,255789.000000,856266.406818
8192,3960595.238479,303780.000000,830783.914262
16384,3825931.085848,263858.000000,917571.509982
32768,3343127.928952,250186.000000,2316219.687813
65536,4144478.810238,301261.000000,2403932.663295
