frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1286621.587804,296802.000000,50.596443
4,1654510.596074,277810.000000,71.070388
8,2035101.291526,293104.000000,879.626625
16,2426861.566366,283954.000000,360.488557
32,2144199.850558,264366.000000,22853.427095
64,1941349.685378,300546.000000,675.277721
128,3103860.732088,293454.000000,352174.376356
256,2821348.071636,296094.000000,342095.300036
512,2750974.385172,289013.000000,310041.951697
1024,3178608.499233,306008.000000,322760.508185
2048,3265228.043855,300272.000000,1021398.386115
4096,3441380.718912,296764.000000,320670.364658
8192,2412942.018328,177232.000000,1120997.798981
16384,2419890.545709,227129.000000,949657.785299
32768,1799600.994585,174197.000000,1274883.387898
65536,7240022.951022,302498.000000,6911050.195632
