frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1902449.779410,302215.000000,77.071395
4,2110190.347771,286716.000000,59.177699
8,1594264.225434,288622.000000,199.384052
16,2281062.927787,295040.000000,529.348656
32,2029632.243427,303806.000000,462.933041
64,2526530.487283,302594.000000,614.241809
128,2704345.303641,300733.000000,154838.848856
256,2050116.645645,273553.000000,25797.932010
512,3019879.767632,298079.000000,405136.644951
1024,2047583.099893,280216.000000,620888.031664
2048,3040624.619948,291457.000000,230565.239856
4096,2384614.213591,289204.000000,517654.710854
8192,2591068.542857,303948.000000,497477.109082
16384,1652640.179554,225741.000000,532560.778233
32768,1684617.452385,145981.000000,1144216.209699
65536,1627518.171974,135393.000000,1582765.580294
