frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1295326.167823,289529.000000,21.840330
4,1618597.903543,287943.000000,112.614386
8,1478293.865145,245328.000000,213.049290
16,2454485.745447,301489.000000,161298.893471
32,2649463.875775,299394.000000,53688.228701
64,2785014.000168,308746.000000,134363.844556
128,2574015.295287,293100.000000,365514.319342
256,2778493.147585,271806.000000,43779.001565
512,2998805.460486,295097.000000,84109.466619
1024,2291820.785700,301381.000000,68942.550758
2048,2696669.800491,295162.000000,166174.839789
4096,3007637.228254,292434.000000,1178914.175021
8192,3349195.384553,255706.000000,1344948.653009
16384,4234204.263306,271867.000000,857007.676890
32768,1288081.979524,211127.000000,969682.881677
65536,2318244.471470,242996.000000,1343689.518970
