frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1625927.803815,286697.000000,69.885621
4,951542.643055,256610.000000,689.531725
8,2121427.527264,299270.000000,507.683957
16,1597476.315273,303184.000000,130.453057
32,1745636.592280,276096.000000,138.506318
64,1903195.748798,302334.000000,4509.165555
128,2485006.176824,297198.000000,4956.572707
256,2265805.803793,293012.000000,68541.896895
512,3041805.859621,300314.000000,283452.004147
1024,3887795.331867,297426.000000,347790.931407
2048,2786547.727891,292537.000000,819717.943696
4096,3437243.605228,297252.000000,777261.598283
8192,2973452.934280,279008.000000,819726.647223
16384,1919447.825840,268487.000000,901854.565604
32768,1245714.625093,139244.000000,850606.910318
65536,109883.028230,30722.000000,0.000000
