frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,428460.709187,122863.000000,8783.645029
4,1746578.550475,238973.000000,54.744863
8,1690312.711534,302748.000000,190.606925
16,2212561.599349,301247.000000,27608.462308
32,2098192.060242,283746.000000,27460.984432
64,3093975.385550,296653.000000,2760.341827
128,2310765.970485,294523.000000,238309.599918
256,2906007.697234,303455.000000,140138.779105
512,2763034.004555,300693.000000,9293.744617
1024,2889042.448946,305872.000000,423174.791461
2048,1601415.716770,279430.000000,219216.100469
4096,1705590.410023,159726.000000,654284.280919
8192,3650946.254509,288472.000000,1758441.887300
16384,4360053.935541,298489.000000,2808831.385894
32768,2439187.534823,226648.000000,1716176.612010
65536,3678872.493815,246416.000000,3116600.493605
