frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1090592.767807,247227.000000,39.217343
4,2343267.164647,294404.000000,254.129888
8,2165065.714571,308097.000000,399727.623027
16,1583143.903361,269437.000000,2830.348388
32,2054437.113961,299317.000000,1962.486943
64,2053768.760826,290570.000000,2531.494618
128,2915829.776029,291491.000000,3013.622903
256,2866467.978553,303560.000000,87551.455385
512,3182192.961663,299026.000000,388138.579408
1024,2351221.840953,282763.000000,311509.305908
2048,2829407.880974,290355.000000,398513.962911
4096,2499291.678003,225575.000000,1004801.848054
8192,3234713.188646,283939.000000,1307319.736979
16384,3659622.076839,289183.000000,1240233.892091
32768,392837.695868,64919.000000,222066.428237
65536,1467697.699322,227836.000000,1135432.723784
