frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1196072.081706,295074.000000,756.479345
4,1864604.048488,269009.000000,6637.658925
8,2063857.702728,285918.000000,67056.679511
16,1596354.225248,286042.000000,376.778449
32,2336390.900249,281070.000000,18480.659133
64,3271709.930836,291845.000000,129834.367241
128,3458238.768333,298797.000000,143251.363163
256,3438648.536896,301761.000000,6649.268907
512,1682916.268672,293693.000000,41826.240723
1024,2335237.727863,274869.000000,591176.395593
2048,2729628.123155,289999.000000,198650.130159
4096,2580347.586558,297248.000000,914376.631697
8192,3970115.826009,286446.000000,485170.284931
16384,2511963.888056,181866.000000,2297409.767891
32768,629228.043961,121341.000000,407127.769459
65536,6665441.938796,301666.000000,5233751.294185
