frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1824543.675082,290451.000000,132.427339
4,631077.470514,254069.000000,2225.726848
8,1445358.698746,276840.000000,105.536723
16,2366179.914377,263825.000000,546.889386
32,1586514.922277,221233.000000,107.652218
64,2611859.185686,290061.000000,10645.103475
128,2713702.060741,303241.000000,441416.524536
256,3204344.498685,303379.000000,213999.300034
512,2697401.736040,279378.000000,769747.685455
1024,3050885.035769,295279.000000,498277.764472
2048,4118571.057476,293859.000000,1564352.506585
4096,3518572.174594,287060.000000,1181824.866179
8192,1855704.701278,228849.000000,1118387.460784
16384,3978142.730189,303480.000000,1014123.371020
32768,2084240.011100,273820.000000,1062708.743246
65536,2366822.519952,199080.000000,2034402.660914
