frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1378823.343454,278668.000000,189.776184
4,1947963.199978,300214.000000,41598.423997
8,1973062.986979,294217.000000,230.831107
16,1543463.402373,301113.000000,11136.511797
32,2144335.026526,300052.000000,13844.312767
64,3045411.588662,297136.000000,11033.333087
128,2813870.159457,297084.000000,56696.092943
256,2761192.387381,298279.000000,23147.523453
512,2222959.967207,264019.000000,260683.823484
1024,3626959.997869,288915.000000,226332.480952
2048,2271168.540127,276665.000000,386780.521941
4096,2117700.886319,225617.000000,558569.991558
8192,3104417.629519,293281.000000,1499959.548813
16384,691880.389342,101228.000000,217698.819161
32768,834799.306476,156030.000000,499674.792337
65536,3494185.740441,294807.000000,3078093.714334
