frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1927506.732895,279875.000000,508.393548
4,2290193.573649,296126.000000,233192.016023
8,2415938.425803,294914.000000,96.239285
16,2009815.657360,282012.000000,2619.005155
32,2695875.966580,296351.000000,2311.472907
64,2967119.802541,306067.000000,368.431812
128,2962194.693427,296104.000000,226128.233799
256,2846543.977885,276387.000000,312806.292533
512,2881499.438816,297090.000000,406191.506743
1024,2551056.267975,299325.000000,525773.988521
2048,1401330.760910,238122.000000,131845.158864
4096,3244514.106146,295885.000000,485263.191668
8192,3020553.207078,219614.000000,938422.198902
16384,1848765.173505,199627.000000,234783.769837
32768,4861513.362298,291095.000000,2263496.868505
65536,1286087.744049,171370.000000,0.000000
