frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1662934.146942,286672.000000,99.609237
4,1300384.413702,258752.000000,110.498869
8,2523943.130455,297535.000000,48.270074
16,1069804.362227,211414.000000,163.899359
32,1617645.726993,289520.000000,3056.272239
64,2572499.671198,298346.000000,82908.911765
128,3416929.715955,293138.000000,500299.390700
256,2132826.392809,294772.000000,368693.537070
512,2980766.882922,292346.000000,590837.480265
1024,2264447.368804,279593.000000,321187.587215
2048,2330217.305215,257819.000000,415171.562600
4096,3970470.090023,299865.000000,1272045.423737
8192,4723585.597169,298856.000000,2240598.477381
16384,4838335.052956,292247.000000,1493982.161912
32768,642687.797192,84122.000000,0.000000
65536,1712466.452149,163637.000000,1338228.327440
