frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1235655.173415,251954.000000,50.447993
4,1923806.412414,284921.000000,724.501898
8,1729366.038805,275556.000000,2755.031760
16,1312600.108597,283988.000000,240453.120142
32,1760594.468545,291377.000000,133.090195
64,2556408.700899,295767.000000,847.870273
128,3200460.272404,301069.000000,263799.700383
256,2734533.896848,297298.000000,865.719932
512,2596350.092225,277028.000000,306647.015456
1024,2625836.917973,297436.000000,297844.052791
2048,1289339.339737,186155.000000,389105.401497
4096,3340014.776580,305530.000000,1573138.544640
8192,1982590.645342,236785.000000,1440327.534224
16384,2672446.153145,286937.000000,1222379.551246
32768,4888032.141293,301909.000000,4491327.343887
65536,5554890.375778,290733.000000,4284618.492230
