frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,389826.733682,98342.000000,21720.774019
4,1638661.463882,284227.000000,49.000000
8,1015209.988165,195667.000000,89.966660
16,1407592.155106,276799.000000,373.140724
32,2480339.769690,295446.000000,4357.762499
64,3192329.202148,298180.000000,3724.573667
128,2998045.512074,283903.000000,261940.659488
256,3140667.469982,292824.000000,178859.141785
512,2591086.712215,271434.000000,81060.574868
1024,2965354.776058,267609.000000,492337.094587
2048,3237047.580465,303038.000000,415798.783963
4096,2455982.352523,300371.000000,119551.000309
8192,2950191.762126,282106.000000,569855.385315
16384,1681202.813565,174729.000000,348490.149344
32768,5159658.186312,302294.000000,4761572.875060
65536,1652584.622462,149615.000000,0.000000
