frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1053050.945908,171724.000000,155.971151
4,1093123.767576,261678.000000,457.159710
8,1930035.661026,269559.000000,9011.934698
16,2405464.771997,280877.000000,208.698347
32,3324689.240780,294070.000000,96241.306667
64,2366359.246953,302272.000000,249090.963553
128,2932237.484649,300777.000000,314685.168327
256,3590902.113338,297174.000000,130351.048906
512,2061254.596674,233468.000000,291026.973712
1024,2406370.227950,292877.000000,307057.691570
2048,3110790.431599,298545.000000,286007.191938
4096,3158170.780590,283961.000000,1232460.970416
8192,3869518.802447,302808.000000,864304.798595
16384,969726.548459,120521.000000,539203.372417
32768,1867950.206661,134663.000000,1307494.479192
65536,4479453.574144,232454.000000,3492858.613463
