frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,935623.620714,160832.000000,111.242977
4,1618783.241936,290075.000000,157.661029
8,1555158.923137,264095.000000,185.488544
16,1006640.486247,182797.000000,724.674410
32,1616462.913827,257244.000000,725.180667
64,2515939.837198,299556.000000,949.272353
128,3204261.019573,294748.000000,72673.790014
256,2925737.218092,303637.000000,202669.003005
512,2183532.863474,290837.000000,72862.191821
1024,2680257.297207,292352.000000,28695.191705
2048,2457778.191655,301722.000000,755370.684727
4096,1849538.616456,251911.000000,412115.313371
8192,2221573.486494,294578.000000,197838.439804
16384,1158849.365268,157747.000000,586438.054493
32768,1386192.004399,185502.000000,477763.512737
65536,6984773.601986,303252.000000,6709552.770510
