frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2514964.171258,308163.000000,65.276336
4,2389354.785417,296372.000000,62.833112
8,2769480.489430,304744.000000,159.282767
16,2523420.787628,299900.000000,644.065214
32,2385214.230388,299302.000000,1020.931437
64,2656328.886619,295906.000000,214425.616546
128,3001710.459159,303043.000000,1591.845784
256,1996881.817023,257441.000000,234670.546173
512,2350845.941718,294080.000000,393843.234582
1024,2936544.987098,291584.000000,358401.220243
2048,2339519.825454,291192.000000,280097.504153
4096,2073378.725420,201846.000000,216184.065571
8192,1081028.244144,137592.000000,234350.577550
16384,2145451.195941,232654.000000,1082987.827970
32768,2327783.308749,213881.000000,895453.310769
65536,4233671.167252,245700.000000,4136937.480158
