frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2085335.039174,296849.000000,250.385702
4,1931260.430939,289573.000000,13581.033134
8,2711899.843866,292905.000000,339.007375
16,994121.308378,303995.000000,124.096736
32,2251663.656685,277652.000000,1404.797494
64,2591435.549182,301252.000000,6603.055656
128,2536001.405785,293095.000000,7444.242540
256,2742581.974043,299953.000000,143934.476037
512,2795638.331515,282163.000000,386493.339133
1024,1893233.374737,247903.000000,202752.280189
2048,2701832.547319,291961.000000,209210.695996
4096,3422520.786439,296489.000000,1061963.285457
8192,1564354.028065,243124.000000,696850.375980
16384,3533661.393752,242569.000000,1013538.101692
32768,1676752.049969,196272.000000,667283.000781
65536,4663656.429747,246055.000000,4547722.831762
