frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1684454.069588,287892.000000,71.847060
4,2135478.959583,287507.000000,55.226805
8,2131795.816277,297802.000000,68.242216
16,2229827.640808,299118.000000,68607.765355
32,2527135.888065,300766.000000,1369.286310
64,2932269.169755,298654.000000,106964.138233
128,2574015.488261,255213.000000,258762.618821
256,2731157.556871,300693.000000,223824.630157
512,3198587.618615,295984.000000,350671.433474
1024,2514813.168276,299270.000000,233390.417110
2048,2363449.420130,302441.000000,450113.798622
4096,2375143.589607,296407.000000,754974.206149
8192,2250570.029597,278529.000000,600939.956386
16384,2206972.025437,270268.000000,645146.212174
32768,1126319.041373,245795.000000,778413.730558
65536,2947425.422022,248875.000000,2553024.767335
