frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2299155.297097,269646.000000,212.113177
4,1674395.863305,285507.000000,5287.809471
8,1854198.000164,297037.000000,441.677484
16,1937123.563726,296322.000000,447.311972
32,2376789.252855,262785.000000,25128.090676
64,2501045.678281,302206.000000,4040.957312
128,3035096.834827,288014.000000,319586.632172
256,3162856.096955,297388.000000,167760.363093
512,2622655.796748,297808.000000,223763.480271
1024,3853714.905539,297183.000000,652013.033463
2048,4086948.594468,295783.000000,522659.431039
4096,3900502.200888,297904.000000,495241.722831
8192,1621194.494718,301611.000000,287698.349064
16384,3747511.580860,302951.000000,2383685.278133
32768,2059906.427961,178971.000000,955990.758522
65536,2799532.783451,237976.000000,1315411.139764
