arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,652769.5094686945
22.0,4.639,32768,802792.9204084949
22.0,5.649,4096,1049995.5983122024
22.0,7.918,512,2315974.792898014
22.0,16.772,64,4984558.537364067
