arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,233340.10347344924
36.0,4.639,32768,69913.15366224013
36.0,5.649,4096,74164.64787214997
36.0,7.918,512,21286.693754550048
36.0,16.772,64,19281.244176660384
