arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32.0,4.073,262144,190071.99693274125
32.0,4.639,32768,204516.89421659033
32.0,5.649,4096,183641.45522729884
32.0,7.918,512,226026.74883296445
32.0,16.772,64,191974.48201518867
