arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,551347.3302320417
24.0,4.639,32768,1631889.3900442517
24.0,5.649,4096,2835092.199900208
24.0,7.918,512,5779048.991016515
24.0,16.772,64,10270845.296424048
