arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,330020.52238307847
28.0,4.639,32768,397435.44713198394
28.0,5.649,4096,1179726.9858280772
28.0,7.918,512,3499637.0179848652
28.0,16.772,64,4413970.736957031
