arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,260485.79872422988
22.0,4.639,32768,700696.543358821
22.0,5.649,4096,1427821.114107436
22.0,7.918,512,2824538.0554042817
22.0,16.772,64,4804510.274907735
