arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,86933.05259796184
34.0,4.639,32768,104272.49430698395
34.0,5.649,4096,66404.27459885395
34.0,7.918,512,35446.3418704949
34.0,16.772,64,35720.97519665441
