arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,681114.9306937853
26.0,4.639,32768,398881.4392372751
26.0,5.649,4096,663848.925983917
26.0,7.918,512,1455266.710129796
26.0,16.772,64,2296764.223551908
