arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,914010.0707689166
24.0,4.639,32768,1366979.6457391018
24.0,5.649,4096,2716903.6871403814
24.0,7.918,512,5594058.944534728
24.0,16.772,64,10257141.012893798
