arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,366208.6900375249
30.0,4.639,32768,199278.07921846295
30.0,5.649,4096,662670.3024717495
30.0,7.918,512,472250.07847855357
30.0,16.772,64,1657193.1365100448
