arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,156026.49473086293
36.0,4.639,32768,96812.17128543291
36.0,5.649,4096,51845.05953318985
36.0,7.918,512,36686.45920499824
36.0,16.772,64,19056.49272557781
