arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40.0,4.073,262144,109106.20095576603
40.0,4.639,32768,110293.09358704198
40.0,5.649,4096,59795.77480056597
40.0,7.918,512,30183.117582516225
40.0,16.772,64,19715.87728202831
