arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
20.0,4.073,262144,1486435.8273679358
20.0,4.639,32768,2806633.573990912
20.0,5.649,4096,4641346.520131416
20.0,7.918,512,9802605.200617487
20.0,16.772,64,16700290.679381302
