arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,500717.8842941402
30.0,4.639,32768,399305.27698491537
30.0,5.649,4096,430314.98881517013
30.0,7.918,512,1636126.935157844
30.0,16.772,64,1422213.2523134497
