arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,659738.5644821742
38.0,4.639,32768,274236.4531932252
38.0,5.649,4096,83026.51887198452
38.0,7.918,512,36292.10681401673
38.0,16.772,64,21440.744786504038
