arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
26.0,4.073,262144,416107.1204605852
26.0,4.639,32768,905510.3623040434
26.0,5.649,4096,2403583.5392777594
26.0,7.918,512,4071138.1938499706
26.0,16.772,64,7191009.04678502
