arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,172878.6746999178
32.0,4.639,32768,622857.7974128606
32.0,5.649,4096,138035.4501061231
32.0,7.918,512,168892.92362322347
32.0,16.772,64,56142.3659903998
