arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,452275.095727147
20.0,4.639,32768,722176.6863579854
20.0,5.649,4096,1583773.6469912613
20.0,7.918,512,3199935.4483150123
20.0,16.772,64,5642190.610276296
