arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,1188190.40926907
22.0,4.639,32768,1854455.8648255828
22.0,5.649,4096,4152387.029761436
22.0,7.918,512,8121433.618371082
22.0,16.772,64,13395871.816056468
