arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
20.0,4.073,262144,1542597.1646282123
20.0,4.639,32768,2956112.5367850936
20.0,5.649,4096,4283855.850081909
20.0,7.918,512,10033668.87153747
20.0,16.772,64,16545867.849594925
