arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,1368407.492799568
22.0,4.639,32768,1513975.4745965998
22.0,5.649,4096,3667048.774392154
22.0,7.918,512,8439319.938178904
22.0,16.772,64,13186301.58043767
