arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
20.0,4.073,262144,1695067.217882819
20.0,4.639,32768,3157359.5660447036
20.0,5.649,4096,5081928.821929918
20.0,7.918,512,8775928.15204278
20.0,16.772,64,16169759.705871452
