arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,158815.13650467954
38.0,4.639,32768,86083.82723833786
38.0,5.649,4096,67843.73457438793
38.0,7.918,512,36092.219119915586
38.0,16.772,64,22945.75270066336
