arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,400032.0099829512
38.0,4.639,32768,192380.71458438862
38.0,5.649,4096,82708.42887517571
38.0,7.918,512,39887.892185474026
38.0,16.772,64,22290.4850777187
