arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,410526.7478569454
24.0,4.639,32768,287260.5077242606
24.0,5.649,4096,1085662.565975727
24.0,7.918,512,1922503.5844432125
24.0,16.772,64,3629037.2462359765
