arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,134309.40228814958
28.0,4.639,32768,94873.92846298714
28.0,5.649,4096,667152.1986945707
28.0,7.918,512,959361.3436260604
28.0,16.772,64,1321595.4149527003
