arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,1308112.5194932583
22.0,4.639,32768,1806817.8687850637
22.0,5.649,4096,4036404.843071988
22.0,7.918,512,7686987.495848032
22.0,16.772,64,13395430.612128152
